predict,p0,p1
0,0.8992630245847753,0.1007369754152247
1,0.4239007368841088,0.5760992631158912
0,0.9698747445888556,0.0301252554111443
1,0.2493344390118569,0.7506655609881431
0,0.8481392716484073,0.1518607283515926
0,0.946582743877177,0.0534172561228229
0,0.9698747445888556,0.0301252554111443
0,0.7814736387260282,0.2185263612739718
0,0.8156456883616028,0.1843543116383971
0,0.8272096787129308,0.1727903212870691
0,0.8857829954841517,0.1142170045158482
1,0.0241262984898786,0.9758737015101212
1,0.1716493904018844,0.8283506095981156
0,0.8921649861921924,0.1078350138078075
1,0.1702309342668542,0.8297690657331458
0,0.6474037848943909,0.3525962151056091
1,0.4651431526741026,0.5348568473258973
0,0.7491424475314106,0.2508575524685895
0,0.6646207893697198,0.3353792106302802
0,0.9435326513679456,0.0564673486320542
1,0.0241262984898786,0.9758737015101212
1,0.1850443142964128,0.8149556857035871
0,0.9698747445888556,0.0301252554111443
0,0.6919295060829497,0.3080704939170503
1,0.3344963080692874,0.6655036919307126
0,0.9698747445888556,0.0301252554111443
0,0.9698747445888556,0.0301252554111443
0,0.9698747445888556,0.0301252554111443
0,0.5148715675362138,0.4851284324637862
0,0.9698747445888556,0.0301252554111443
0,0.7848418474845416,0.2151581525154585
0,0.5051155084925307,0.4948844915074692
1,0.4409017768486112,0.5590982231513888
1,0.1323817418648939,0.8676182581351061
0,0.818578520861323,0.181421479138677
0,0.6447327502511715,0.3552672497488285
0,0.5550461631976205,0.4449538368023796
0,0.6750964151920671,0.3249035848079329
1,0.4444141001597137,0.5555858998402863
0,0.9698747445888556,0.0301252554111443
0,0.679960403308397,0.320039596691603
0,0.9698747445888556,0.0301252554111443
1,0.2711694148517987,0.7288305851482013
0,0.8370728315049937,0.1629271684950063
1,0.0255184518299211,0.9744815481700788
0,0.8785758379325243,0.1214241620674757
0,0.9698747445888556,0.0301252554111443
0,0.8335524167370493,0.1664475832629507
0,0.7621142184563898,0.2378857815436101
1,0.1804703806986972,0.8195296193013027
0,0.9698747445888556,0.0301252554111443
1,0.3173394134083831,0.6826605865916169
0,0.9698747445888556,0.0301252554111443
0,0.9479119390906856,0.0520880609093144
1,0.3243775462048481,0.6756224537951518
0,0.6857587158172543,0.3142412841827456
0,0.9698747445888556,0.0301252554111443
0,0.9698747445888556,0.0301252554111443
1,0.0241262984898786,0.9758737015101212
0,0.8813171107818678,0.1186828892181321
0,0.6183267804864554,0.3816732195135446
0,0.6173202050969272,0.3826797949030728
0,0.8469981569015541,0.1530018430984459
0,0.704154528687776,0.2958454713122241
1,0.0858050725036114,0.9141949274963884
1,0.0241262984898786,0.9758737015101212
0,0.6976822023148492,0.3023177976851508
0,0.6032254839871956,0.3967745160128045
0,0.8080247013389927,0.1919752986610072
1,0.429685848257021,0.570314151742979
1,0.3759478164265455,0.6240521835734545
0,0.9698747445888556,0.0301252554111443
1,0.2676814108120297,0.7323185891879703
1,0.2129206815029032,0.7870793184970968
0,0.6279877519713812,0.3720122480286187
0,0.9234770456650035,0.0765229543349963
0,0.966004271518836,0.033995728481164
0,0.8261631703417198,0.1738368296582802
0,0.8426696610354599,0.15733033896454
0,0.9698747445888556,0.0301252554111443
1,0.1126915917399055,0.8873084082600945
0,0.5208560240608204,0.4791439759391795
0,0.6754060812536526,0.3245939187463474
1,0.058020625911486,0.941979374088514
1,0.0507181197066092,0.9492818802933908
0,0.9698747445888556,0.0301252554111443
1,0.1561908977746162,0.8438091022253837
0,0.9698747445888556,0.0301252554111443
0,0.8717948215045597,0.1282051784954403
0,0.9698747445888556,0.0301252554111443
0,0.968868879487468,0.0311311205125321
1,0.2505305141791945,0.7494694858208055
1,0.4369665407412336,0.5630334592587664
0,0.950807253514018,0.049192746485982
0,0.6433786950346208,0.3566213049653792
0,0.8113951124280214,0.1886048875719785
0,0.5074538424115493,0.4925461575884506
0,0.9472474020154014,0.0527525979845986
1,0.0241262984898786,0.9758737015101212
0,0.9426659866815268,0.0573340133184731
1,0.3902608568961588,0.6097391431038411
0,0.8738618121495686,0.1261381878504314
0,0.9268127888141908,0.0731872111858091
0,0.7806570030600736,0.2193429969399264
1,0.0241262984898786,0.9758737015101212
0,0.9698747445888556,0.0301252554111443
0,0.9698747445888556,0.0301252554111443
1,0.1092064303929797,0.8907935696070203
1,0.2013230897991753,0.7986769102008247
0,0.9698747445888556,0.0301252554111443
1,0.4586270211537931,0.5413729788462068
0,0.9698747445888556,0.0301252554111443
0,0.7266747689405471,0.2733252310594529
